term,estimate,penalty
residencial,-4.7370553512093426e-4,8.68511373751352e-4
restaurante,0,8.68511373751352e-4
reunion,1.1545958728984514e-4,8.68511373751352e-4
rodeado,-4.835204535516347e-4,8.68511373751352e-4
room,0.005138205357652647,8.68511373751352e-4
ropa,-0.00794176975158522,8.68511373751352e-4
ropas,-0.0059954192872182215,8.68511373751352e-4
sal,1.5150193387642118e-5,8.68511373751352e-4
sala,0.0060093035315602625,8.68511373751352e-4
salida,0.0019135406522263684,8.68511373751352e-4
salitre,0.00681548868162541,8.68511373751352e-4
saln,0.0031932171813410623,8.68511373751352e-4
salon,-0.001994747791878711,8.68511373751352e-4
salr,0.0045426050917081835,8.68511373751352e-4
santa,-0.0029095706532063165,8.68511373751352e-4
santo,-6.359134255154626e-4,8.68511373751352e-4
sar,-0.003974439961076116,8.68511373751352e-4
sauna,9.142769082058517e-4,8.68511373751352e-4
sauno,1.169571445399642e-4,8.68511373751352e-4
sector,0,8.68511373751352e-4
secundario,0,8.68511373751352e-4
segundo,-0.0010604228094473766,8.68511373751352e-4
seguridad,0.006053315580891214,8.68511373751352e-4
seguro,0.002249344707014305,8.68511373751352e-4
semi,-0.005014981570579734,8.68511373751352e-4
sendero,0.002475749911562174,8.68511373751352e-4
septimo,0,8.68511373751352e-4
ser,-0.0031494889439978536,8.68511373751352e-4
servicio,0.015648181983655852,8.68511373751352e-4
servidumbre,-0.0015688033074129563,8.68511373751352e-4
siete,-0.004856376705998634,8.68511373751352e-4
sistema,0,8.68511373751352e-4
sitio,-0.0012551246505453657,8.68511373751352e-4
sitp,-9.945333476031964e-4,8.68511373751352e-4
social,0.0015220121141548445,8.68511373751352e-4
sol,-2.7562439161830693e-4,8.68511373751352e-4
solano,-0.0015310056002483163,8.68511373751352e-4
solo,-0.00301590330763664,8.68511373751352e-4
sotano,-0.004823348121606874,8.68511373751352e-4
squash,0.01249289274030619,8.68511373751352e-4
star,0.00885346386794473,8.68511373751352e-4
subir,0,8.68511373751352e-4
suena,0.007104911114334421,8.68511373751352e-4
sueno,-4.245318856870483e-6,8.68511373751352e-4
suizo,-0.004292646071487672,8.68511373751352e-4
super,0.005255408001855533,8.68511373751352e-4
supermercado,-4.3455724639163997e-4,8.68511373751352e-4
sur,-0.0014633016314547765,8.68511373751352e-4
tambien,-1.0460965310268741e-4,8.68511373751352e-4
tarde,0,8.68511373751352e-4
teatrino,0.0038510545129094693,8.68511373751352e-4
techo,0.0014567276025804765,8.68511373751352e-4
television,0.0013394192560460387,8.68511373751352e-4
tener,-0.0030169570178255885,8.68511373751352e-4
tenis,0.008251722054330394,8.68511373751352e-4
tercero,-0.002609413732521739,8.68511373751352e-4
terraza,0.018739386869018215,8.68511373751352e-4
terrazar,0.011126104935155907,8.68511373751352e-4
tienda,0,8.68511373751352e-4
tino,0.002366379005467482,8.68511373751352e-4
tipo,0,8.68511373751352e-4
todo,0,8.68511373751352e-4
torre,0,8.68511373751352e-4
total,0,8.68511373751352e-4
totalmente,5.848479783215275e-4,8.68511373751352e-4
tradicional,-3.19810420111209e-4,8.68511373751352e-4
tranquilidad,0,8.68511373751352e-4
tranquilo,-0.003696061788510276,8.68511373751352e-4
transmilenio,-0.0033156033716435413,8.68511373751352e-4
transportar,-0.0015774311396609926,8.68511373751352e-4
transporte,-0.00525127492568895,8.68511373751352e-4
tres,0.007789989908320558,8.68511373751352e-4
turco,0.005397116638653056,8.68511373751352e-4
ubicacin,-0.004250097223184387,8.68511373751352e-4
ubicacion,0,8.68511373751352e-4
ubicado,0,8.68511373751352e-4
ultimo,0.0022023774857175445,8.68511373751352e-4
unicentro,-1.529711194635885e-4,8.68511373751352e-4
universidad,-0.0073734886425643785,8.68511373751352e-4
usacar,0.004255603427187352,8.68511373751352e-4
uso,0.00730597130822692,8.68511373751352e-4
varios,0.0016457834979920838,8.68511373751352e-4
vehiculo,0.010152461611967934,8.68511373751352e-4
vender,0,8.68511373751352e-4
ventilacion,-2.0791395484623441e-4,8.68511373751352e-4
ver,-0.0022356231598481004,8.68511373751352e-4
verde,0,8.68511373751352e-4
vestiera,0.012303128030548477,8.68511373751352e-4
via,-0.002998004824712728,8.68511373751352e-4
vidrio,-3.854788422590137e-4,8.68511373751352e-4
vigilancia,-0.00403926956025056,8.68511373751352e-4
villa,-0.004681132668866189,8.68511373751352e-4
vio,-3.5517539824543197e-4,8.68511373751352e-4
visita,0,8.68511373751352e-4
visitante,0.0021225251173964278,8.68511373751352e-4
vista,0.012329707967650975,8.68511373751352e-4
vivienda,0.001923949316947554,8.68511373751352e-4
vivir,0,8.68511373751352e-4
walk,0.013452172205395994,8.68511373751352e-4
walking,0.012255868436630386,8.68511373751352e-4
web,0.004568331145837601,8.68511373751352e-4
www,0,8.68511373751352e-4
xxx,0.0033551085766223045,8.68511373751352e-4
zona,2.3726380907400778e-5,8.68511373751352e-4
ESTRATO_X1,0.005206565082007647,8.68511373751352e-4
ESTRATO_X2,-0.011352293492378873,8.68511373751352e-4
ESTRATO_X3,-0.020265452266531824,8.68511373751352e-4
ESTRATO_X4,-0.02153935209844897,8.68511373751352e-4
ESTRATO_X5,0,8.68511373751352e-4
ESTRATO_X6,0.043110917825695025,8.68511373751352e-4
property_type_2_casa,0.06256900247484604,8.68511373751352e-4
property_type_2_Casa,0.019565763606306946,8.68511373751352e-4
NOMBRE_Barrios.Unidos,-0.0023444857440131687,8.68511373751352e-4
NOMBRE_Bosa,-0.003357780812547658,8.68511373751352e-4
NOMBRE_Britalia,-0.0030681982682444825,8.68511373751352e-4
NOMBRE_Centro.Histórico,0.005057606694030933,8.68511373751352e-4
NOMBRE_Cerros.Orientales,0,8.68511373751352e-4
NOMBRE_Chapinero,0.014183310400302143,8.68511373751352e-4
NOMBRE_Edén,-5.19769445871513e-4,8.68511373751352e-4
NOMBRE_Engativá,-0.0011189585309883553,8.68511373751352e-4
NOMBRE_Fontibón,0.002311286341720484,8.68511373751352e-4
NOMBRE_Kennedy,0,8.68511373751352e-4
NOMBRE_Niza,-0.0010855483997711318,8.68511373751352e-4
NOMBRE_Patio.Bonito,-0.0063797854763039275,8.68511373751352e-4
NOMBRE_Puente.Aranda,-4.894407897550564e-4,8.68511373751352e-4
NOMBRE_Restrepo,-0.0014331097879579503,8.68511373751352e-4
NOMBRE_Rincón.de.Suba,0.00740806581118459,8.68511373751352e-4
NOMBRE_Salitre,0.004439817470903253,8.68511373751352e-4
NOMBRE_San.Cristóbal,-8.692724275536361e-4,8.68511373751352e-4
NOMBRE_Suba,0,8.68511373751352e-4
NOMBRE_Tabora,-0.007921105349951166,8.68511373751352e-4
NOMBRE_Teusaquillo,0.002152882621674502,8.68511373751352e-4
NOMBRE_Tibabuyes,0.0021578481277965945,8.68511373751352e-4
NOMBRE_Tintal,-0.005520415219641148,8.68511373751352e-4
NOMBRE_Toberín,0,8.68511373751352e-4
NOMBRE_Torca,8.927305383799808e-4,8.68511373751352e-4
NOMBRE_Tunjuelito,0,8.68511373751352e-4
NOMBRE_Usaquén,0.04444417066555141,8.68511373751352e-4
SECTOR_Sector.Noroccidente,0,8.68511373751352e-4
SECTOR_Sector.Norte,0,8.68511373751352e-4
SECTOR_Sector.Occidente,0,8.68511373751352e-4
SECTOR_Sector.Rural,0,8.68511373751352e-4
SECTOR_Sector.Sur.Occidente,0,8.68511373751352e-4
SECTOR_Sector.Sur.Oriente,0,8.68511373751352e-4
